COMBINED_TRACT,COMBINED_BLOCK,pop18_44,pop45_64,pop65plus,pop_total,PSU_MOS_composite,PSU_prob,SSU_MOS_composite,SSU_prob
24033802203,240338022033,381,375,316,1072,5.409320104,0.147526912,1.649868808,0.305004839
24033802204,240338022041,605,483,375,1463,7.180161109,0.195822576,2.171141523,0.302380614
24033802204,240338022042,400,340,269,1009,7.180161109,0.195822576,1.51270894,0.210678969
24033802204,240338022043,575,516,318,1409,7.180161109,0.195822576,2.051378645,0.285700921
24033802204,240338022044,506,381,168,1055,7.180161109,0.195822576,1.444932001,0.201239496
24033802301,240338023011,490,407,277,1174,4.357179241,0.118832161,1.717631796,0.394207284
24033802301,240338023012,401,296,278,975,4.357179241,0.118832161,1.47490039,0.338498902
24033802301,240338023013,364,299,160,823,4.357179241,0.118832161,1.164647056,0.267293814
24033802404,240338024041,516,203,65,784,4.517125907,0.123194343,0.973105103,0.215425721
24033802404,240338024042,395,250,101,746,4.517125907,0.123194343,0.99313415,0.219859745
24033802404,240338024043,950,621,301,1872,4.517125907,0.123194343,2.550886654,0.564714534
24033802405,240338024051,662,571,410,1643,4.415581781,0.120424958,2.432733424,0.550942898
24033802405,240338024052,784,473,219,1476,4.415581781,0.120424958,1.982848357,0.449057102
24033802406,240338024061,486,292,226,1004,2.566918816,0.070006877,1.438002546,0.560205698
24033802406,240338024062,481,283,101,865,2.566918816,0.070006877,1.128916269,0.439794302
24033802407,240338024071,637,445,257,1339,4.116013775,0.112254921,1.878034284,0.456275024
24033802407,240338024072,772,627,244,1643,4.116013775,0.112254921,2.237979491,0.543724976
24033802408,240338024081,594,442,328,1364,2.749802089,0.074994602,1.994113819,0.725184487
24033802408,240338024082,302,194,74,570,2.749802089,0.074994602,0.75568827,0.274815513
24033802501,240338025011,614,442,227,1283,3.560801527,0.097112769,1.779671559,0.499795213
24033802501,240338025012,638,433,222,1293,3.560801527,0.097112769,1.781129968,0.500204787
24033802502,240338025021,343,253,154,750,2.572481386,0.070158583,1.06588004,0.414339262
24033802502,240338025022,486,363,214,1063,2.572481386,0.070158583,1.506601346,0.585660738
24033802600,240338026001,679,454,244,1377,3.513328771,0.095818057,1.904343418,0.542033935
24033802600,240338026002,577,407,191,1175,3.513328771,0.095818057,1.608985354,0.457966065
24033802700,240338027001,346,247,112,705,2.975872042,0.081160147,0.962924548,0.323577269
24033802700,240338027002,307,228,198,733,2.975872042,0.081160147,1.096452083,0.368447322
24033802700,240338027003,328,244,102,674,2.975872042,0.081160147,0.916495411,0.30797541
24033802803,240338028031,889,586,224,1699,6.336893959,0.172824381,2.259204933,0.356516134
24033802803,240338028032,843,615,271,1729,6.336893959,0.172824381,2.359667509,0.372369733
24033802803,240338028033,579,321,287,1187,6.336893959,0.172824381,1.718021517,0.271114134
24033802804,240338028041,478,319,300,1097,6.258507365,0.170686564,1.638881162,0.261864542
24033802804,240338028042,734,457,236,1427,6.258507365,0.170686564,1.94789151,0.31123899
24033802804,240338028043,787,617,429,1833,6.258507365,0.170686564,2.671734693,0.426896469
24033802805,240338028051,537,334,231,1102,5.655426049,0.154238892,1.56070093,0.275965226
24033802805,240338028052,547,292,190,1029,5.655426049,0.154238892,1.418501435,0.250821321
24033802805,240338028053,801,642,410,1853,5.655426049,0.154238892,2.676223684,0.473213452
24033802901,240338029011,587,328,202,1117,4.393958429,0.11983523,1.537739364,0.349966753
24033802901,240338029012,410,326,190,926,4.393958429,0.11983523,1.319966885,0.300404955
24033802901,240338029013,510,313,245,1068,4.393958429,0.11983523,1.53625218,0.349628292
24033803001,240338030011,576,402,229,1207,3.320336031,0.090554619,1.68976027,0.508912428
24033803001,240338030012,504,411,231,1146,3.320336031,0.090554619,1.630575761,0.491087572
24033803002,240338030021,576,455,227,1258,3.034346907,0.082754916,1.757196542,0.579102059
24033803002,240338030022,423,293,185,901,3.034346907,0.082754916,1.277150365,0.420897941
24033803100,240338031001,408,270,178,856,2.892824215,0.078895206,1.213681172,0.419548884
24033803100,240338031002,625,447,176,1248,2.892824215,0.078895206,1.679143043,0.580451116
24033803200,240338032001,722,375,182,1279,2.91186899,0.079414609,1.69770328,0.58302873
24033803200,240338032002,567,296,91,954,2.91186899,0.079414609,1.214165711,0.41697127
24033803300,240338033001,576,333,184,1093,5.110419734,0.139375084,1.490931623,0.291743477
24033803300,240338033002,568,330,165,1063,5.110419734,0.139375084,1.434078758,0.280618586
24033803300,240338033003,321,230,102,653,5.110419734,0.139375084,0.890051874,0.174164143
24033803300,240338033004,452,301,175,928,5.110419734,0.139375084,1.295357479,0.253473794
24033803403,240338034031,911,599,239,1749,6.335671,0.172791027,2.3351278,0.368568349
24033803403,240338034032,396,275,240,911,6.335671,0.172791027,1.352413983,0.213460261
24033803403,240338034033,267,164,97,528,6.335671,0.172791027,0.731533344,0.115462647
24033803403,240338034034,663,424,274,1361,6.335671,0.172791027,1.916595873,0.302508743
24033803508,240338035081,388,282,215,885,3.777960672,0.103035291,1.295170314,0.342822604
24033803508,240338035082,547,338,227,1112,3.777960672,0.103035291,1.567381139,0.414874922
24033803508,240338035083,505,224,33,762,3.777960672,0.103035291,0.91540922,0.242302475
24033803509,240338035091,1026,401,154,1581,3.472755195,0.094711505,1.989046338,0.572757429
24033803509,240338035092,898,285,63,1246,3.472755195,0.094711505,1.483708856,0.427242571
24033803512,240338022011,1861,1002,392,3255,11.98477768,0.326857573,4.244242035,0.354136067
24033803512,240338035121,1120,953,463,2536,11.98477768,0.326857573,3.560063367,0.297048761
24033803512,240338035122,729,643,576,1948,11.98477768,0.326857573,2.988680643,0.249373057
24033803512,240338035123,608,330,43,981,11.98477768,0.326857573,1.191791638,0.099442115
24033803513,240338035131,546,357,123,1026,5.499485165,0.149985959,1.349595274,0.24540393
24033803513,240338035132,548,438,195,1181,5.499485165,0.149985959,1.62983904,0.296362112
24033803513,240338035133,770,565,402,1737,5.499485165,0.149985959,2.520050851,0.458233957
24033803514,240338035141,793,697,236,1726,6.05096578,0.165026339,2.336741565,0.386176629
24033803514,240338035142,508,392,231,1131,6.05096578,0.165026339,1.60895555,0.26590062
24033803514,240338035143,1145,490,98,1733,6.05096578,0.165026339,2.105268665,0.347922752
24033803516,240338035161,316,265,260,841,5.39882956,0.147240806,1.300911504,0.240961766
24033803516,240338035162,493,492,148,1133,5.39882956,0.147240806,1.535548044,0.284422397
24033803516,240338035163,811,758,289,1858,5.39882956,0.147240806,2.562370012,0.474615837
24033803519,240338035191,1129,591,274,1994,6.705151924,0.18286778,2.636273792,0.393171374
24033803519,240338035192,292,217,306,815,6.705151924,0.18286778,1.317541454,0.196496883
24033803519,240338035193,1296,635,222,2153,6.705151924,0.18286778,2.751336678,0.410331743
24033803520,240338035201,318,358,321,997,5.563180292,0.151723099,1.571822929,0.282540354
24033803520,240338035202,386,369,310,1065,5.563180292,0.151723099,1.632995842,0.293536387
24033803520,240338035203,546,483,482,1511,5.563180292,0.151723099,2.358361521,0.423923259
24033803521,240338035211,1646,1295,603,3544,8.729378942,0.238073971,4.907767629,0.562212691
24033803521,240338035212,707,782,862,2351,8.729378942,0.238073971,3.821611313,0.437787309
24033803524,240338035241,859,633,307,1799,4.710782428,0.128475884,2.485033106,0.527520246
24033803524,240338035242,1067,538,157,1762,4.710782428,0.128475884,2.225749321,0.472479754
24033803525,240338035251,298,195,62,555,2.38912855,0.065158051,0.724831669,0.303387471
24033803525,240338035252,704,373,177,1254,2.38912855,0.065158051,1.664296881,0.696612529
24033803526,240338035261,607,617,342,1566,4.040374543,0.110192033,2.278577409,0.563952026
24033803526,240338035262,518,428,271,1217,4.040374543,0.110192033,1.761797133,0.436047974
24033803527,240338035271,580,475,324,1379,3.537053518,0.096465096,2.014881283,0.569649646
24033803527,240338035272,436,391,227,1054,3.537053518,0.096465096,1.522172235,0.430350354
24033803528,240338035281,384,404,439,1227,8.893091168,0.24253885,1.979384457,0.222575527
24033803528,240338035282,732,677,502,1911,8.893091168,0.24253885,2.865502197,0.322216667
24033803528,240338035283,380,335,218,933,8.893091168,0.24253885,1.365814141,0.153581484
24033803528,240338035284,787,786,335,1908,8.893091168,0.24253885,2.682390372,0.301626321
24033803601,240338036011,853,760,459,2072,4.176188011,0.113896037,3.005997896,0.719794676
24033803601,240338036012,317,235,221,773,4.176188011,0.113896037,1.170190115,0.280205324
24033803602,240338036021,392,276,166,834,2.268853542,0.061877824,1.176944397,0.518739696
24033803602,240338036022,377,208,176,761,2.268853542,0.061877824,1.091909145,0.481260304
24033803605,240338036051,823,563,268,1654,7.613090271,0.207629735,2.260792342,0.296961189
24033803605,240338036052,945,650,324,1919,7.613090271,0.207629735,2.638700771,0.346600484
24033803605,240338036053,1188,578,288,2054,7.613090271,0.207629735,2.713597158,0.356438327
24033803606,240338036061,623,426,291,1340,6.516523092,0.177723357,1.916694707,0.29412843
24033803606,240338036062,489,336,194,1019,6.516523092,0.177723357,1.426391736,0.218888465
24033803606,240338036063,520,377,212,1109,6.516523092,0.177723357,1.55691484,0.238918027
24033803606,240338036064,613,376,196,1185,6.516523092,0.177723357,1.616521809,0.248065078
24033803607,240338036071,401,255,95,751,4.008739369,0.109329256,0.992282433,0.247529795
24033803607,240338036072,873,699,490,2062,4.008739369,0.109329256,3.016456937,0.752470205
24033803608,240338036081,474,318,177,969,6.770000362,0.184636374,1.346399869,0.19887737
24033803608,240338036082,628,540,335,1503,6.770000362,0.184636374,2.179693131,0.321963518
24033803608,240338036083,1212,740,410,2362,6.770000362,0.184636374,3.243907362,0.479159112
24033803610,240338036101,799,500,323,1622,3.717964341,0.101399027,2.278008497,0.612703159
24033803610,240338036102,532,352,171,1055,3.717964341,0.101399027,1.439955843,0.387296841
24033803612,240338036121,932,424,187,1543,3.779442346,0.1030757,1.997963271,0.528639701
24033803612,240338036122,816,463,124,1403,3.779442346,0.1030757,1.781479075,0.471360299
24033803613,240338036131,1240,648,340,2228,6.750177779,0.184095758,2.985069565,0.442220881
24033803613,240338036132,834,510,208,1552,6.750177779,0.184095758,2.060368412,0.305231726
24033803613,240338036133,830,394,125,1349,6.750177779,0.184095758,1.704739802,0.252547393
24033803700,240338037001,647,336,166,1149,2.791178418,0.076123048,1.528064606,0.547462174
24033803700,240338037002,514,296,136,946,2.791178418,0.076123048,1.263113812,0.452537826
24033803803,240338038011,1105,658,322,2085,8.584505581,0.234122879,2.814014692,0.327801603
24033803803,240338038031,1061,524,198,1783,8.584505581,0.234122879,2.2959938,0.267457896
24033803803,240338038032,1309,817,420,2546,8.584505581,0.234122879,3.474497089,0.404740501
24033803900,240338039001,927,381,134,1442,4.158234301,0.11340639,1.810561049,0.435415832
24033803900,240338039002,526,188,62,776,4.158234301,0.11340639,0.956270177,0.229970249
24033803900,240338039003,617,312,135,1064,4.158234301,0.11340639,1.391403075,0.334613919
24033804001,240338040011,1209,695,240,2144,5.266166552,0.143622724,2.782999339,0.528467779
24033804001,240338040012,999,456,346,1801,5.266166552,0.143622724,2.483167213,0.471532221
24033804002,240338040021,727,439,207,1373,4.283656782,0.116827003,1.848364815,0.431492276
24033804002,240338040022,1138,534,217,1889,4.283656782,0.116827003,2.435291967,0.568507724
24033804101,240338041011,548,349,216,1113,3.3230558,0.090628795,1.557745246,0.46876891
24033804101,240338041012,708,427,187,1322,3.3230558,0.090628795,1.765310554,0.53123109
24033804102,240338041021,769,443,230,1442,6.650499747,0.181377266,1.951840777,0.293487836
24033804102,240338041022,1130,660,230,2020,6.650499747,0.181377266,2.628569679,0.395243933
24033804102,240338041023,914,479,194,1587,6.650499747,0.181377266,2.07008929,0.311268231
24033804200,240338042001,244,204,119,567,3.472425298,0.094702508,0.812956134,0.234117674
24033804200,240338042002,412,288,263,963,3.472425298,0.094702508,1.440655503,0.41488452
24033804200,240338042003,361,312,177,850,3.472425298,0.094702508,1.218813661,0.350997806
24033804300,240338043001,618,310,217,1145,3.662001488,0.099872768,1.581001457,0.431731517
24033804300,240338043002,871,541,182,1594,3.662001488,0.099872768,2.081000031,0.568268483
24033804400,240338044001,644,367,162,1173,3.051999832,0.083236359,1.557736597,0.510398651
24033804400,240338044002,478,343,224,1045,3.051999832,0.083236359,1.494263236,0.489601349
24033804600,240338046001,834,529,301,1664,3.748229793,0.102224449,2.303135491,0.614459523
24033804600,240338046002,693,313,123,1129,3.748229793,0.102224449,1.445094302,0.385540477
24033804700,240338047001,570,373,201,1144,3.898904352,0.106333755,1.578658489,0.404897978
24033804700,240338047002,497,311,149,957,3.898904352,0.106333755,1.295875478,0.332369138
24033804700,240338047003,408,232,119,759,3.898904352,0.106333755,1.024370384,0.262732884
24033804801,240338048011,518,200,56,774,2.583457701,0.070457937,0.950145391,0.36778051
24033804801,240338048012,472,223,68,763,2.583457701,0.070457937,0.960809203,0.371908239
24033804801,240338048013,334,156,46,536,2.583457701,0.070457937,0.672503106,0.260311251
24033804802,240338048021,820,249,92,1161,2.847492742,0.077658893,1.419941877,0.498663914
24033804802,240338048022,571,232,218,1021,2.847492742,0.077658893,1.427550865,0.501336086
24033804900,240338049001,564,362,461,1387,4.703614954,0.128280408,2.163794549,0.460027993
24033804900,240338049002,950,558,333,1841,4.703614954,0.128280408,2.539820405,0.539972007
24033805000,240338050001,376,228,170,774,6.445899131,0.175797249,1.104065495,0.171281845
24033805000,240338050002,756,427,503,1686,6.445899131,0.175797249,2.553098979,0.396081125
24033805000,240338050003,1411,520,253,2184,6.445899131,0.175797249,2.788734657,0.43263703
24033805101,240338051011,1003,498,189,1690,3.554416626,0.096938635,2.178334014,0.612852753
24033805101,240338051012,878,254,44,1176,3.554416626,0.096938635,1.376082613,0.387147247
24033805201,240338052011,732,389,252,1373,4.351414264,0.118674934,1.890590084,0.434477154
24033805201,240338052012,1013,523,291,1827,4.351414264,0.118674934,2.46082418,0.565522846
24033805202,240338052021,663,416,318,1397,3.891126781,0.106121639,2.008341241,0.516133592
24033805202,240338052022,461,234,34,729,3.891126781,0.106121639,0.884844384,0.227400553
24033805202,240338052023,527,235,52,814,3.891126781,0.106121639,0.997941156,0.256465855
24033805500,240338055001,826,478,283,1587,3.622868929,0.098805516,2.183315886,0.602648324
24033805500,240338055002,797,295,84,1176,3.622868929,0.098805516,1.439553043,0.397351676
24033805601,240338056011,1091,268,41,1400,5.089880857,0.138814932,1.613239403,0.316950327
24033805601,240338056012,906,274,24,1204,5.089880857,0.138814932,1.386233005,0.272350777
24033805601,240338056013,1265,415,81,1761,5.089880857,0.138814932,2.090408448,0.410698896
24033805602,240338056021,667,244,100,1011,4.400610156,0.120016641,1.270101896,0.288619498
24033805602,240338056022,1109,263,49,1421,4.400610156,0.120016641,1.644120404,0.373611919
24033805602,240338056023,1094,205,22,1321,4.400610156,0.120016641,1.486387856,0.337768583
24033805700,240338057001,842,409,204,1455,6.261403068,0.170765538,1.922092911,0.306974793
24033805700,240338057002,918,461,182,1561,6.261403068,0.170765538,2.021839869,0.322905241
24033805700,240338057003,1245,486,146,1877,6.261403068,0.170765538,2.317470288,0.370119966
24033805801,240338058011,1191,626,310,2127,4.82770081,0.131664568,2.833381193,0.586900743
24033805801,240338058012,736,469,248,1453,4.82770081,0.131664568,1.994319617,0.413099257
24033805802,240338058021,1139,594,332,2065,4.328110539,0.118039378,2.786206585,0.643746633
24033805802,240338058022,691,372,131,1194,4.328110539,0.118039378,1.541903954,0.356253367
24033805904,240338059041,549,301,216,1066,4.13612101,0.1128033,1.493502887,0.361087812
24033805904,240338059042,984,554,364,1902,4.13612101,0.1128033,2.642618123,0.638912188
24033805906,240338059061,1092,448,211,1751,3.389949201,0.09245316,2.25568775,0.665404587
24033805906,240338059062,818,140,34,992,3.389949201,0.09245316,1.134261452,0.334595413
24033805907,240338059071,786,461,192,1439,3.276197405,0.089350838,1.905660628,0.581668438
24033805907,240338059072,671,277,122,1070,3.276197405,0.089350838,1.370536776,0.418331562
24033805909,240338059081,2090,601,196,2887,24.19409543,0.659838966,3.483576108,0.143984557
24033805909,240338059091,1104,215,152,1471,24.19409543,0.659838966,1.81378111,0.074967924
24033805909,240338059092,1867,546,152,2565,24.19409543,0.659838966,3.070448461,0.126909
24033805909,240339800001,14342,250,141,14733,24.19409543,0.659838966,15.82628975,0.654138519
24033806000,240338060001,1778,656,304,2738,6.210838885,0.169386515,3.480568077,0.560402249
24033806000,240338060002,630,267,74,971,6.210838885,0.169386515,1.201643574,0.193475245
24033806000,240338060003,761,289,142,1192,6.210838885,0.169386515,1.528627234,0.246122507
24033806100,240338061001,692,466,405,1563,5.112532917,0.139432716,2.309934508,0.451818022
24033806100,240338061002,713,418,205,1336,5.112532917,0.139432716,1.800335607,0.352141617
24033806100,240338061003,372,230,127,729,5.112532917,0.139432716,1.002262802,0.196040362
24033806400,240338064001,1026,315,237,1578,4.552300704,0.124153656,2.065646729,0.453758849
24033806400,240338064002,452,366,281,1099,4.552300704,0.124153656,1.631025042,0.358285875
24033806400,240338064003,227,228,131,586,4.552300704,0.124153656,0.855628934,0.187955276
24033806501,240338065011,806,500,334,1640,4.851036908,0.132301007,2.311063575,0.4764061
24033806501,240338065012,533,214,39,786,4.851036908,0.132301007,0.945391763,0.194884471
24033806501,240338065013,938,356,51,1345,4.851036908,0.132301007,1.59458157,0.328709429
24033806601,240338066011,571,331,104,1006,4.233478358,0.115458501,1.296329184,0.306209002
24033806601,240338066012,583,341,153,1077,4.233478358,0.115458501,1.436906267,0.33941505
24033806601,240338066013,969,266,49,1284,4.233478358,0.115458501,1.500242906,0.354375948
24033806602,240338066021,1305,527,194,2026,5.21380185,0.142194596,2.548616004,0.488821033
24033806602,240338066022,429,226,109,764,5.21380185,0.142194596,1.015077113,0.19469039
24033806602,240338066023,736,360,164,1260,5.21380185,0.142194596,1.650108733,0.316488578
24033806706,240338067061,721,349,276,1346,4.795973552,0.130799279,1.880527973,0.392105576
24033806706,240338067062,357,272,195,824,4.795973552,0.130799279,1.202154679,0.250659155
24033806706,240338067063,519,419,255,1193,4.795973552,0.130799279,1.7132909,0.357235269
24033806708,240338067081,273,304,288,865,5.156135988,0.140621891,1.373831741,0.266445987
24033806708,240338067082,567,420,306,1293,5.156135988,0.140621891,1.884335839,0.365455031
24033806708,240338067083,482,217,100,799,5.156135988,0.140621891,1.037854241,0.201285273
24033806708,240338067084,250,210,133,593,5.156135988,0.140621891,0.860114167,0.166813709
24033806710,240338067101,371,290,134,795,5.968384329,0.162774118,1.099157234,0.18416328
24033806710,240338067102,726,619,342,1687,5.968384329,0.162774118,2.407063103,0.403302296
24033806710,240338067103,580,379,139,1098,5.968384329,0.162774118,1.452776384,0.243412003
24033806710,240338067104,305,277,133,715,5.968384329,0.162774118,1.009387607,0.169122421
24033806711,240338067111,307,235,145,687,4.907540052,0.133842001,0.982354107,0.200172408
24033806711,240338067112,363,204,154,721,4.907540052,0.133842001,1.02035739,0.207916263
24033806711,240338067113,111,72,37,220,4.907540052,0.133842001,0.301560218,0.061448346
24033806711,240338067114,1086,595,277,1958,4.907540052,0.133842001,2.603268337,0.530462983
24033806712,240338067121,712,469,151,1332,3.463847021,0.094468555,1.742705922,0.503112843
24033806712,240338067122,616,442,201,1259,3.463847021,0.094468555,1.7211411,0.496887157
24033806713,240338067131,598,211,49,858,3.334077823,0.090929395,1.033330348,0.309929882
24033806713,240338067132,506,176,34,716,3.334077823,0.090929395,0.853499329,0.255992623
24033806713,240338067133,819,323,61,1203,3.334077823,0.090929395,1.447248147,0.434077494
24033806714,240338067141,1065,421,75,1561,4.863858264,0.13265068,1.873206475,0.385127685
24033806714,240338067142,1964,496,103,2563,4.863858264,0.13265068,2.990651788,0.614872315
24033806800,240338068001,761,371,206,1338,4.497992953,0.122672535,1.789457965,0.397834764
24033806800,240338068002,613,401,217,1231,4.497992953,0.122672535,1.69951363,0.377838215
24033806800,240338068003,312,225,160,697,4.497992953,0.122672535,1.009021358,0.224327021
24033806900,240338069001,803,437,217,1457,4.621135723,0.126030974,1.949289126,0.421820358
24033806900,240338069002,669,351,183,1203,4.621135723,0.126030974,1.611373208,0.34869636
24033806900,240338069003,492,219,104,815,4.621135723,0.126030974,1.060473389,0.229483281
24033807000,240338070001,475,174,135,784,9.966135238,0.271803688,1.053595462,0.105717556
24033807000,240338070002,927,209,82,1218,9.966135238,0.271803688,1.455283916,0.146022895
24033807000,240338070003,490,159,78,727,9.966135238,0.271803688,0.916091531,0.091920439
24033807000,240338070004,532,202,144,878,9.966135238,0.271803688,1.172919201,0.117690476
24033807000,240338070005,4308,229,216,4753,9.966135238,0.271803688,5.368245129,0.538648634
24033807102,240338071021,512,232,174,918,2.990284311,0.081553208,1.262568273,0.422223488
24033807102,240338071022,787,386,159,1332,2.990284311,0.081553208,1.727716039,0.577776512
24033807301,240338073011,1177,318,107,1602,3.850017295,0.105000472,1.92609118,0.500281176
24033807301,240338073012,781,312,289,1382,3.850017295,0.105000472,1.923926116,0.499718824
24033807305,240338073051,866,420,205,1491,4.238475882,0.115594797,1.964754128,0.463552037
24033807305,240338073052,824,486,318,1628,4.238475882,0.115594797,2.273721754,0.536447963
24033807404,240338074041,659,442,219,1320,5.864734785,0.159947312,1.808569972,0.308380522
24033807404,240338074042,948,420,196,1564,5.864734785,0.159947312,2.030423444,0.346208911
24033807404,240338074043,749,494,241,1484,5.864734785,0.159947312,2.02574137,0.345410567
24033807405,240338074051,526,371,311,1208,7.068565771,0.192779066,1.786007808,0.252669051
24033807405,240338074052,928,653,380,1961,7.068565771,0.192779066,2.755433737,0.389815109
24033807405,240338074053,1258,546,195,1999,7.068565771,0.192779066,2.527124226,0.357515839
24033807407,240338074071,642,271,105,1018,7.363524233,0.200823388,1.292073841,0.17546949
24033807407,240338074072,532,393,292,1217,7.363524233,0.200823388,1.777960816,0.241455146
24033807407,240338074073,382,276,188,846,7.363524233,0.200823388,1.217690204,0.165367854
24033807407,240338074074,693,638,313,1644,7.363524233,0.200823388,2.33039317,0.316477966
24033807407,240338074075,284,221,62,567,7.363524233,0.200823388,0.745406203,0.101229544
24033807408,240338074081,796,518,345,1659,6.853472094,0.186912875,2.350639441,0.342985192
24033807408,240338074082,550,528,431,1509,6.853472094,0.186912875,2.304851077,0.336304146
24033807408,240338074083,729,607,258,1594,6.853472094,0.186912875,2.197981576,0.320710663
24033807409,240338073041,878,543,369,1790,6.430785245,0.175385052,2.527290188,0.392998692
24033807409,240338074091,265,151,222,638,6.430785245,0.175385052,1.003292883,0.156014055
24033807409,240338074092,238,172,98,508,6.430785245,0.175385052,0.714100425,0.111044048
24033807409,240338074093,1106,566,106,1778,6.430785245,0.175385052,2.186101749,0.339943205
24033807410,240338074101,912,557,1932,3401,8.197869102,0.223578248,6.227915308,0.759699287
24033807410,240338074102,758,446,241,1445,8.197869102,0.223578248,1.969953794,0.240300713
24033807500,240338075001,1071,588,369,2028,7.4565988,0.203361785,2.792479828,0.374497798
24033807500,240338075002,545,351,190,1086,7.4565988,0.203361785,1.496651348,0.200715016
24033807500,240338075003,1527,734,238,2499,7.4565988,0.203361785,3.167467624,0.424787186